noise,views,mse,psnr,ssim,detec_fijo
77800.0,528,0.012141877319140225,19.1571415952843,0.5887756150471151,512
77800.0,552,0.012141068000094814,19.15743108471075,0.5887298837554359,512
77800.0,576,0.012140644799189514,19.157582469268707,0.5887338309956045,512
77800.0,600,0.012140872537747158,19.157501003520473,0.5887656881122938,512
88900.0,30,0.01225197343963147,19.117939533471816,0.5453201393848448,512
88900.0,53,0.012173426605406686,19.145871583060657,0.5761388450045033,512
88900.0,77,0.012154442698925013,19.152649494763708,0.5837315413671444,512
88900.0,101,0.012147980958498198,19.15495897493453,0.5865382870052405,512
88900.0,125,0.012145784498389676,19.15574428794757,0.5875622238894812,512
88900.0,148,0.012141556654164783,19.157256293254555,0.5879611332499732,512
88900.0,172,0.0121403933144005,19.157672431201675,0.5883493495442774,512
88900.0,196,0.012142215575346196,19.15702060842729,0.5884963243868518,512
88900.0,220,0.012144411523209726,19.156235247793713,0.5885105103764582,512
88900.0,243,0.01214041412929132,19.157664985162455,0.5886938419110863,512
88900.0,267,0.012140370403264818,19.157680627138106,0.5886333248870119,512
88900.0,291,0.012141717984535526,19.157198586960146,0.588770276138217,512
88900.0,315,0.012143997259461138,19.15638339455927,0.5886667613110375,512
88900.0,338,0.012142767999031813,19.156823025787265,0.5887471691772703,512
88900.0,362,0.01214216511206651,19.15703865782636,0.5887470173466826,512
88900.0,386,0.012140074884386393,19.157786343665695,0.5887397099703615,512
88900.0,410,0.012140799325282387,19.15752719263104,0.5887587382991938,512
88900.0,433,0.012140892167145824,19.15749398184011,0.5887810222616972,512
88900.0,457,0.012142903944492422,19.156774404226766,0.5887964077178642,512
88900.0,481,0.012142195152832939,19.15702791301863,0.5888461376281949,512
88900.0,505,0.012139771699224191,19.15789480534192,0.5888800410055215,512
88900.0,528,0.012141553507066792,19.157257418948326,0.5888234412782724,512
88900.0,552,0.01214261197357205,19.156878829728804,0.5888327661065735,512
88900.0,576,0.01214236274169297,19.156967971291497,0.5889058698663331,512
88900.0,600,0.012140229751902345,19.15773094229523,0.5888716605986469,512
100000.0,30,0.012253531886823077,19.117387147379347,0.5456777583705666,512
100000.0,53,0.012177616755147235,19.14437697857765,0.5760482521728137,512
100000.0,77,0.012152268071835403,19.153426587605797,0.5839373679926121,512
100000.0,101,0.012147319068521456,19.155195609315896,0.5865995332001362,512
100000.0,125,0.012144884704393961,19.156066037475426,0.5876453974298488,512
100000.0,148,0.012140007751610988,19.157810359559175,0.588203369107321,512
100000.0,172,0.012138556336272026,19.15832961734652,0.5883572038183759,512
100000.0,196,0.012143097331156547,19.156705239476135,0.5885474477243122,512
100000.0,220,0.012140361492462002,19.157683814778835,0.5886366940183254,512
100000.0,243,0.012142645251377041,19.15686692755545,0.5886468911916557,512
100000.0,267,0.012145434775492597,19.155869339492074,0.5888273015856093,512
100000.0,291,0.012141708721755774,19.157201900145047,0.5888032006928016,512
100000.0,315,0.01214227697712203,19.15699864671459,0.5888487893588762,512
100000.0,338,0.012142547677096811,19.156901826163505,0.5888253519133305,512
100000.0,362,0.01214186364928157,19.157146484765036,0.5888454023064772,512
100000.0,386,0.012141342633597858,19.157332847499692,0.5888946078671902,512
100000.0,410,0.012140198612816731,19.157742081747017,0.5889603266818159,512
100000.0,433,0.012142766804709248,19.156823452944998,0.5888615547675531,512
100000.0,457,0.012142262745508422,19.157003736958284,0.5888961985407521,512
100000.0,481,0.01214173572132322,19.15719224273159,0.5889598881125484,512
100000.0,505,0.012142257839504613,19.157005491697788,0.5889135434390439,512
100000.0,528,0.012140792715220701,19.15752955714924,0.588923768321507,512
100000.0,552,0.012141743455109913,19.157189476455095,0.5889700773772087,512
100000.0,576,0.012142139178524183,19.157047933607284,0.5889477272842895,512
100000.0,600,0.012142042278870285,19.157082592370692,0.5889858362936163,512
