noise,views,mse,psnr,ssim,detec_fijo
100.0,30,0.016995445599041842,17.69667444280801,0.3015313367737964,512
100.0,53,0.01669039394172372,17.775334125899136,0.3426871170720106,512
100.0,77,0.016474634299237723,17.831842170123025,0.37378991276935236,512
100.0,101,0.016459569496508203,17.83581528038449,0.3857653010007462,512
100.0,125,0.01643786378135852,17.84154622820864,0.39826385621881283,512
100.0,148,0.01637415250083052,17.858411691216915,0.4071924080345501,512
100.0,172,0.016330870874994127,17.86990655060047,0.4135721326564537,512
100.0,196,0.01629764500617688,17.87875146191914,0.419113274260913,512
100.0,220,0.016310812331085393,17.875244091545337,0.4233567604369705,512
100.0,243,0.016285761119090063,17.88191939764346,0.42668049761900384,512
100.0,267,0.016316991115139467,17.873599229453376,0.4317349332241993,512
100.0,291,0.016262740243419622,17.88806274711938,0.43528083783115323,512
100.0,315,0.016268662245601476,17.886481571577583,0.436172448012251,512
100.0,338,0.016300014800507412,17.878120012539696,0.439386538461801,512
100.0,362,0.016249562749615105,17.89158320714906,0.44025652742979693,512
100.0,386,0.01624830163924091,17.89192027131445,0.4421799430174935,512
100.0,410,0.016226085039703412,17.897862522471616,0.4446140539495027,512
100.0,433,0.01624725969644612,17.892198777047415,0.44672910679402844,512
100.0,457,0.016251509070602643,17.891063054170363,0.44586946461720733,512
100.0,481,0.01625480617400214,17.890182047629448,0.4476421218942334,512
100.0,505,0.016220993168299905,17.899225586139217,0.4485685182591835,512
100.0,528,0.01621184576056653,17.901675367865927,0.4505704730575014,512
100.0,552,0.016229559507646263,17.896932673576647,0.4506183030670598,512
100.0,576,0.016215756025457877,17.900627984538275,0.45015713639670163,512
100.0,600,0.016205040726900675,17.903498731509934,0.45191225738187435,512
11200.0,30,0.012239449383472212,19.122381193717036,0.529516340512767,512
11200.0,53,0.012162534886666796,19.149759010039492,0.5638444710607835,512
11200.0,77,0.012147940600002644,19.15497340325895,0.5739861808046478,512
11200.0,101,0.01212855301261196,19.161910092012764,0.5789165101483056,512
11200.0,125,0.012133587326249032,19.160107798700142,0.5812712178578925,512
11200.0,148,0.012123589124905977,19.163687905335294,0.5821715676128284,512
11200.0,172,0.012123048026182148,19.163881743506334,0.5831564920275542,512
11200.0,196,0.01213158297160046,19.160825271650012,0.5835727454614262,512
11200.0,220,0.01212744902894547,19.16230542015792,0.583755366022381,512
11200.0,243,0.012123660588877932,19.163662305393824,0.5844938098129037,512
11200.0,267,0.012127336817114111,19.162345604375147,0.5846502929712797,512
11200.0,291,0.012124948584093695,19.163200943497593,0.5849039853849897,512
11200.0,315,0.012129269407386543,19.161653575749952,0.5851585489047411,512
11200.0,338,0.012131277579293463,19.160934599396814,0.5851734263252827,512
11200.0,362,0.01212704320843887,19.162450750437316,0.5851453394740656,512
11200.0,386,0.0121269729044015,19.16247592783915,0.5856746480894498,512
11200.0,410,0.012121141802001995,19.164564680449402,0.5857425563415118,512
11200.0,433,0.01212815360505844,19.162053112662083,0.5855486038234757,512
11200.0,457,0.012119547701254237,19.165135876379495,0.5857430922513193,512
11200.0,481,0.012126112743939866,19.16278398178957,0.5857056190827111,512
11200.0,505,0.012124818699680373,19.163247466075177,0.5857247943524526,512
11200.0,528,0.012120826577743106,19.16467762520212,0.5860114185053181,512
11200.0,552,0.01212943993471231,19.16159251802792,0.5860005515559759,512
11200.0,576,0.012118608343215138,19.165472501007514,0.5859867694503527,512
11200.0,600,0.012122430879216297,19.164102835053257,0.5859977923847115,512
22300.0,30,0.012269002349304345,19.111907503787254,0.5382485250032082,512
22300.0,53,0.012187938453385455,19.14069747542781,0.5702638345704665,512
22300.0,77,0.012149967104363177,19.154248979021208,0.579638145209413,512
22300.0,101,0.012143060393520658,19.156718450138456,0.5829974373360794,512
22300.0,125,0.012147338382426359,19.15518870415797,0.5846228822287449,512
22300.0,148,0.012143032528756937,19.156728415935063,0.5853056808652289,512
22300.0,172,0.01214166211183077,19.157218571992928,0.5860813430756017,512
22300.0,196,0.012135490539323104,19.159426639784897,0.5861008652873199,512
22300.0,220,0.012135699635380763,19.159351810933586,0.5862392848471545,512
22300.0,243,0.01213770619556012,19.15863379219196,0.5867077178348594,512
22300.0,267,0.012136217994044352,19.15916631235806,0.5866659825905383,512
22300.0,291,0.012142377308064932,19.15696276135723,0.5868210225170399,512
22300.0,315,0.012134969135139841,19.159613239431298,0.5870223261026964,512
22300.0,338,0.012131459306832727,19.160869542212307,0.5870827163085502,512
22300.0,362,0.012129472606166843,19.161580820032473,0.5871138485577689,512
22300.0,386,0.012132380616555005,19.160539734786965,0.5870484131095044,512
22300.0,410,0.012134376909870149,19.159825194187924,0.5872043699203475,512
22300.0,433,0.01213487891776358,19.159645527156048,0.5873091306930464,512
22300.0,457,0.012136143307549502,19.15919303899762,0.5872801929124594,512
22300.0,481,0.012135481349058699,19.1594299287188,0.5873149258925594,512
22300.0,505,0.012135450571223411,19.15944094324768,0.5873522762713959,512
22300.0,528,0.012135556292855516,19.159403108540868,0.5873071664279057,512
22300.0,552,0.012137339655438215,19.15876494444875,0.5872799045358637,512
22300.0,576,0.012133543163047955,19.16012360595394,0.5874134194040975,512
22300.0,600,0.012133954403724714,19.159976413557054,0.5874270029010664,512
33400.0,30,0.012253609863993029,19.11735951049295,0.541090612078698,512
33400.0,53,0.012168799053395166,19.147522804568258,0.5731353588603708,512
33400.0,77,0.01214403519264304,19.156369828889332,0.581536227265841,512
33400.0,101,0.012146624563704269,19.155443917795086,0.5844347474029105,512
33400.0,125,0.012138528318594586,19.15833964155073,0.5857725582727751,512
33400.0,148,0.01214086339788744,19.157504272965998,0.5866403950558091,512
33400.0,172,0.0121375660961726,19.158683920890983,0.5867569309876345,512
33400.0,196,0.012138887907316492,19.158210989147,0.5869735014977769,512
33400.0,220,0.012141410892996005,19.157308431257178,0.587234450201722,512
33400.0,243,0.012137731607862471,19.158624699525724,0.5873905013110904,512
33400.0,267,0.012139653258433627,19.15793717717063,0.5875076008282871,512
33400.0,291,0.012137686469683813,19.158640850235756,0.5876373129181974,512
33400.0,315,0.012136844751156603,19.158942033157484,0.587745404393982,512
33400.0,338,0.012138005932090296,19.15852654596956,0.5877691630491941,512
33400.0,362,0.012138876772897452,19.158214972723588,0.5877021043513063,512
33400.0,386,0.012136402052367474,19.15910044759857,0.5876679910122106,512
33400.0,410,0.012138865485182115,19.158219011148933,0.5878508693037711,512
33400.0,433,0.012138454766207033,19.15836595733794,0.5877493602804674,512
33400.0,457,0.012140157253046123,19.15775687751051,0.5879833345102515,512
33400.0,481,0.012140380309582581,19.157677083376885,0.5878094568184731,512
33400.0,505,0.01213895926017715,19.15818546122153,0.587841412563916,512
33400.0,528,0.012138532210868374,19.158338248966132,0.5879560461040523,512
33400.0,552,0.012139615267072513,19.15795076855084,0.5879348472516317,512
33400.0,576,0.012136777836610796,19.158965977352793,0.5879007959693804,512
33400.0,600,0.012138495708328785,19.158351308926825,0.5879832423611611,512
44500.0,30,0.012250606069407631,19.11842425088153,0.5428231514982467,512
44500.0,53,0.012170581243262108,19.14688680215828,0.5741070897119194,512
44500.0,77,0.012150207888328839,19.154162912852836,0.5821524448739096,512
44500.0,101,0.012145880606739469,19.155709922805617,0.5853469196093517,512
44500.0,125,0.012141082779426911,19.157425798043658,0.5863111142472018,512
44500.0,148,0.01213615058782803,19.15919043373517,0.5871366820883178,512
44500.0,172,0.012136413946399449,19.159096191386634,0.5874143831735777,512
44500.0,196,0.012143167522642715,19.156680135759853,0.5875784231134877,512
44500.0,220,0.01213766978161022,19.15864682134341,0.5878580034062623,512
44500.0,243,0.012143819531395133,19.156446954260012,0.587811834337074,512
44500.0,267,0.01214059383824336,19.157600699028762,0.5878792097429039,512
44500.0,291,0.01213851129179025,19.158345733436136,0.588004274039264,512
44500.0,315,0.012139622359538745,19.157948231223273,0.5880605702887635,512
44500.0,338,0.012138967600773824,19.15818247721459,0.5880450326719167,512
44500.0,362,0.012143533054374663,19.156549407080878,0.5881541742338339,512
44500.0,386,0.012141203260097098,19.157382701532764,0.5883214141110799,512
44500.0,410,0.012142064175549534,19.157074760411145,0.5881757155159966,512
44500.0,433,0.01214182507236767,19.15716028311423,0.5881500414951905,512
44500.0,457,0.012138853833222132,19.158223179894655,0.5881793060635171,512
44500.0,481,0.012137346225559016,19.158762593549362,0.5882623869967165,512
44500.0,505,0.012141078068100573,19.15742748331627,0.5881720367652398,512
44500.0,528,0.012142417633288242,19.156948338322564,0.5882921008913662,512
44500.0,552,0.012139413240055501,19.158023044275268,0.588219773044338,512
44500.0,576,0.012137842345044347,19.158585077354793,0.5883105040798862,512
44500.0,600,0.012139345109076053,19.15804741859293,0.5882440124835898,512
55600.0,30,0.012252185489881455,19.117864368881413,0.5435729911728466,512
55600.0,53,0.012178090060324498,19.14420818542513,0.5746913972957494,512
55600.0,77,0.012154950274663833,19.15246813495535,0.5827148097476527,512
55600.0,101,0.012143534129183094,19.156549022692456,0.5859151614342949,512
55600.0,125,0.012142949196071999,19.156758219898226,0.5866552942276797,512
55600.0,148,0.012141500706841698,19.15727630524344,0.5874021513762442,512
55600.0,172,0.01214460238109533,19.156166995927357,0.5877177098362385,512
55600.0,196,0.012138140721571336,19.158478318935288,0.5879531546300831,512
55600.0,220,0.012140998934572057,19.157455790000878,0.5878418888025634,512
55600.0,243,0.012142663848304607,19.15686027617375,0.5881472094427027,512
55600.0,267,0.012144289295635614,19.15627895763342,0.5882623276986084,512
55600.0,291,0.012141873521264846,19.15714295372051,0.5882265873027894,512
55600.0,315,0.012142673572180414,19.156856798333987,0.5882744373688571,512
55600.0,338,0.012138941795239342,19.158191709641525,0.5883769351272549,512
55600.0,362,0.012140387057019243,19.157674669635618,0.5883673681867263,512
55600.0,386,0.012143298476451106,19.156633301019575,0.5883570585549533,512
55600.0,410,0.012138876250413188,19.1582151596536,0.5884110698776874,512
55600.0,433,0.012138552519518906,19.15833098290848,0.5884834897760671,512
55600.0,457,0.01214078001515965,19.15753410015516,0.5883646360784297,512
55600.0,481,0.01214100105592373,19.15745503117432,0.5884469002966908,512
55600.0,505,0.012142422518005291,19.156946591219725,0.5885108291788613,512
55600.0,528,0.012141555012955996,19.157256880302814,0.5885123621830645,512
55600.0,552,0.012143291621855968,19.15663575250645,0.5885090103056986,512
55600.0,576,0.012141267643465188,19.15735967146997,0.5884079211714334,512
55600.0,600,0.012140494366063497,19.157636282457688,0.5884872787525606,512
66700.0,30,0.012242142657508243,19.121425639801373,0.5443738310847224,512
66700.0,53,0.012186723019654047,19.1411305941923,0.5754875258239802,512
66700.0,77,0.012156416645607277,19.151944234500043,0.5833531939972295,512
66700.0,101,0.012142810931663639,19.156807670662197,0.5860534403774431,512
66700.0,125,0.012147174176759984,19.155247411748526,0.5870233565381004,512
66700.0,148,0.012139618777583381,19.157949512666498,0.5875807213039466,512
66700.0,172,0.012144462729656542,19.156216935971553,0.5879382471975457,512
66700.0,196,0.01214259834315443,19.15688370480716,0.5881461988668348,512
66700.0,220,0.012141890784149706,19.157136779080083,0.5882354613368419,512
66700.0,243,0.01213866847659587,19.158289495854696,0.5883939365609774,512
66700.0,267,0.012142899660593834,19.156775936375794,0.5883083476942651,512
66700.0,291,0.012142585257102472,19.156888385191916,0.5884011929442824,512
66700.0,315,0.012144438829662632,19.156225482784958,0.5884074164281553,512
66700.0,338,0.01214007279110472,19.157787092508485,0.5885941972874834,512
66700.0,362,0.012142077173656604,19.157070111281417,0.5885358183440061,512
66700.0,386,0.01214051872280741,19.15762756947735,0.5886488489606565,512
66700.0,410,0.012140624804901851,19.157589621620247,0.5885623143391737,512
66700.0,433,0.012139432426968945,19.158016180052194,0.5886028151022273,512
66700.0,457,0.01214477559679847,19.15610505393434,0.5885759327235931,512
66700.0,481,0.012139927687286802,19.157839001722806,0.5885898322490059,512
66700.0,505,0.01214099945859943,19.157455602551565,0.5886015846615812,512
66700.0,528,0.012141786864233187,19.1571739496001,0.5886416893983598,512
66700.0,552,0.012140170633359502,19.157752090922543,0.5886513884317323,512
66700.0,576,0.012141361085159596,19.1573262474015,0.5886870518834216,512
66700.0,600,0.01214191606612631,19.15712773616272,0.5886564281295124,512
77800.0,30,0.01224458426881288,19.120559555638096,0.5453107868517537,512
77800.0,53,0.012171807097183733,19.146449391016215,0.5757594003272196,512
77800.0,77,0.01215537154088399,19.152317619798673,0.5835018713533748,512
77800.0,101,0.012145569958939284,19.155821001084025,0.5862911201279581,512
77800.0,125,0.012143412748226287,19.15659243290784,0.5874193647209975,512
77800.0,148,0.012142944079282384,19.156760049926437,0.587732446818732,512
77800.0,172,0.012144635953696517,19.15615499028499,0.5881411115929035,512
77800.0,196,0.012141468485492345,19.15728783064967,0.5883557579127243,512
77800.0,220,0.012144170286033628,19.156321517115845,0.5884527808886023,512
77800.0,243,0.01214156835712749,19.15725210719356,0.5885122410014327,512
77800.0,267,0.012143186842888261,19.156673225973474,0.5885560347413281,512
77800.0,291,0.012141693224689817,19.157207443264785,0.5886097249869471,512
77800.0,315,0.012144090869532045,19.156349917789065,0.5884997635102145,512
77800.0,338,0.012142866421944114,19.156787824295748,0.5886589747242088,512
77800.0,362,0.01214272949517887,19.15683679697797,0.5886374957029592,512
77800.0,386,0.012141233562840192,19.157371862164204,0.5886672169997219,512
77800.0,410,0.012141223616058818,19.15737542015031,0.5887048225197221,512
77800.0,433,0.012140877096958023,19.157499372632955,0.5886706370560345,512
77800.0,457,0.012138959958911746,19.158185211235875,0.5887637718303969,512
77800.0,481,0.012143408954895659,19.15659378954691,0.588808026184948,512
77800.0,505,0.012143042308694677,19.156724918150413,0.5886949547916481,512
77800.0,528,0.012139277328903,19.15807166754298,0.5888062214004938,512
77800.0,552,0.012143275735249277,19.156641434219736,0.5887726968155989,512
77800.0,576,0.012140394751410653,19.15767191714457,0.5887746731795287,512
77800.0,600,0.012140677158931664,19.157570893574867,0.5887801307138607,512
88900.0,30,0.012246869451477585,19.11974911601647,0.5451991246033275,512
88900.0,53,0.012175268924810528,19.145214374010976,0.5758852098677921,512
88900.0,77,0.012152267033013683,19.153426958857118,0.58366911299266,512
88900.0,101,0.012149685344191448,19.154349693949595,0.5863292178301881,512
88900.0,125,0.012143810805290152,19.156450074942587,0.5875694825557656,512
88900.0,148,0.012141257205245642,19.15736340523421,0.5880624066902367,512
88900.0,172,0.012144212074798365,19.156306572827123,0.5882785792851842,512
88900.0,196,0.012143711929082483,19.156485435808207,0.5883901383928363,512
88900.0,220,0.012142172875812339,19.157035880932067,0.5885451678250181,512
88900.0,243,0.01214182165280338,19.15716150624016,0.5885820356367925,512
88900.0,267,0.012140122477237496,19.157769318011162,0.5887299365927384,512
88900.0,291,0.012141434902961483,19.157299842975878,0.5887891947855821,512
88900.0,315,0.012141920422688695,19.157126177899052,0.5888897755896711,512
88900.0,338,0.012141891029414598,19.157136691353067,0.5887766897483371,512
88900.0,362,0.012140979387927502,19.157462782017554,0.5887649381794547,512
88900.0,386,0.012142446016032473,19.156938186757063,0.5887534448678151,512
88900.0,410,0.01214075698468289,19.157542338520773,0.5887796706429784,512
88900.0,433,0.012142011218422167,19.15709370203262,0.5888386115016314,512
88900.0,457,0.012141353674465427,19.15732889819538,0.5888288202803791,512
88900.0,481,0.012142771356909974,19.156821824819122,0.5889026592228535,512
88900.0,505,0.01214109751996725,19.157420525259045,0.5888711433134286,512
88900.0,528,0.012142116329378968,19.15705610619275,0.5887872827436458,512
88900.0,552,0.012139791866218278,19.15788759070297,0.5888279941013705,512
88900.0,576,0.012140944302463074,19.157475332442957,0.5888673098737648,512
88900.0,600,0.012141023823060794,19.157446887173112,0.5888653983273149,512
100000.0,30,0.012239375743729986,19.12240732351169,0.545621815133075,512
100000.0,53,0.012172562510916427,19.146179865026387,0.576169326424574,512
100000.0,77,0.012146777649639572,19.15538918328209,0.583886848467218,512
100000.0,101,0.012144260504760297,19.156289253611057,0.5867275701868764,512
100000.0,125,0.01214350689668103,19.15655876198129,0.5875841835358551,512
100000.0,148,0.012144601034910248,19.15616747732705,0.5880846149009193,512
100000.0,172,0.012143701524056177,19.15648915695004,0.5884384896173205,512
100000.0,196,0.01214021769167243,19.157735256623717,0.588524342215617,512
100000.0,220,0.01213937577529977,19.158036447527525,0.5886300423063425,512
100000.0,243,0.012142824647543684,19.156802765103105,0.5886546927689404,512
100000.0,267,0.012142558149485684,19.156898080574965,0.5888000657193466,512
100000.0,291,0.012140630826519143,19.157587467567588,0.588846695373079,512
100000.0,315,0.0121439403381488,19.156403750846625,0.5887974460336641,512
100000.0,338,0.012142002331312433,19.15709688076805,0.5887976409198256,512
100000.0,362,0.012141562205130064,19.157254307715878,0.5888871386508439,512
100000.0,386,0.012141973732175808,19.157107110103798,0.5888399750011063,512
100000.0,410,0.012142961078407186,19.156753970164495,0.588829949789581,512
100000.0,433,0.012143311033462945,19.1566288101161,0.5889340222373337,512
100000.0,457,0.012143727031652287,19.156480034693057,0.5889570370483445,512
100000.0,481,0.012141983564263612,19.157103593361096,0.58892290312353,512
100000.0,505,0.012141801479495104,19.15716872193151,0.5890060762108874,512
100000.0,528,0.01214321706174185,19.15666241837807,0.5889173763058653,512
100000.0,552,0.01214316889822122,19.156679643790916,0.5889863076863895,512
100000.0,576,0.012140129407111379,19.15776683895452,0.5889827293930429,512
100000.0,600,0.012141517012707735,19.15727047273306,0.5888809752801182,512
